Date,Open,High,Low,Close,Adj Close,Volume
2021-10-01,9.569999694824219,10.119999885559082,9.25,9.949999809265137,9.949999809265137,921000
2021-10-04,9.9399995803833,10.039999961853027,9.619999885559082,9.979999542236328,9.979999542236328,517600
2021-10-05,10.09000015258789,10.300000190734863,9.989999771118164,10.229999542236328,10.229999542236328,510600
2021-10-06,10.069999694824219,10.300000190734863,9.869999885559082,9.899999618530273,9.899999618530273,433500
2021-10-07,10.079999923706055,10.3100004196167,10.039999961853027,10.270000457763672,10.270000457763672,432500
2021-10-08,10.260000228881836,10.289999961853027,9.869999885559082,10.029999732971191,10.029999732971191,330000
2021-10-11,10.149999618530273,10.199999809265137,9.920000076293945,9.970000267028809,9.970000267028809,205100
2021-10-12,10.0600004196167,10.069999694824219,9.75,9.880000114440918,9.880000114440918,433300
2021-10-13,9.9399995803833,9.9399995803833,9.729999542236328,9.84000015258789,9.84000015258789,257700
2021-10-14,9.890000343322754,10.020000457763672,9.760000228881836,9.899999618530273,9.899999618530273,350100
2021-10-15,10.029999732971191,10.210000038146973,9.930000305175781,10.119999885559082,10.119999885559082,461500
2021-10-18,10.050000190734863,10.350000381469727,9.970000267028809,10.270000457763672,10.270000457763672,332400
2021-10-19,10.130000114440918,10.420000076293945,10.130000114440918,10.199999809265137,10.199999809265137,493600
2021-10-20,10.119999885559082,10.75,10.119999885559082,10.5,10.5,577700
2021-10-21,10.5,10.920000076293945,10.380000114440918,10.850000381469727,10.850000381469727,550900
2021-10-22,10.84000015258789,10.859999656677246,10.520000457763672,10.670000076293945,10.670000076293945,444100
2021-10-25,10.65999984741211,10.930000305175781,10.630000114440918,10.899999618530273,10.899999618530273,302000
2021-10-26,10.930000305175781,11.0,10.300000190734863,10.359999656677246,10.359999656677246,350000
2021-10-27,10.380000114440918,10.520000457763672,10.039999961853027,10.449999809265137,10.449999809265137,731500
2021-10-28,10.489999771118164,10.9399995803833,10.359999656677246,10.899999618530273,10.899999618530273,430200
2021-10-29,10.90999984741211,11.149999618530273,10.770000457763672,11.0600004196167,11.0600004196167,684300
2021-11-01,11.1899995803833,11.59000015258789,11.100000381469727,11.510000228881836,11.510000228881836,956600
2021-11-02,11.5,11.609999656677246,11.289999961853027,11.399999618530273,11.399999618530273,746100
2021-11-03,12.039999961853027,14.25,11.920000076293945,13.640000343322754,13.640000343322754,4395300
2021-11-04,13.699999809265137,13.869999885559082,13.199999809265137,13.619999885559082,13.619999885559082,996600
2021-11-05,13.789999961853027,14.050000190734863,13.600000381469727,13.699999809265137,13.699999809265137,1228300
2021-11-08,13.65999984741211,14.0,13.300000190734863,13.65999984741211,13.65999984741211,882900
2021-11-09,13.630000114440918,13.979999542236328,13.319999694824219,13.609999656677246,13.609999656677246,532500
2021-11-10,13.520000457763672,13.600000381469727,13.15999984741211,13.329999923706055,13.329999923706055,515100
2021-11-11,13.300000190734863,13.420000076293945,13.0600004196167,13.180000305175781,13.180000305175781,372300
2021-11-12,13.180000305175781,13.520000457763672,13.15999984741211,13.460000038146973,13.460000038146973,312500
2021-11-15,13.489999771118164,13.579999923706055,12.970000267028809,13.0600004196167,13.0600004196167,337200
2021-11-16,13.0600004196167,13.170000076293945,12.949999809265137,13.140000343322754,13.140000343322754,441100
2021-11-17,13.020000457763672,13.300000190734863,12.800000190734863,13.0,13.0,404100
2021-11-18,13.010000228881836,13.149999618530273,12.640000343322754,13.09000015258789,13.09000015258789,405600
2021-11-19,12.930000305175781,13.020000457763672,12.779999732971191,12.819999694824219,12.819999694824219,314600
2021-11-22,12.850000381469727,13.180000305175781,12.720000267028809,12.949999809265137,12.949999809265137,416900
2021-11-23,12.819999694824219,13.0,12.420000076293945,12.789999961853027,12.789999961853027,516000
2021-11-24,12.619999885559082,12.979999542236328,12.329999923706055,12.670000076293945,12.670000076293945,287700
2021-11-26,12.210000038146973,12.399999618530273,11.930000305175781,12.239999771118164,12.239999771118164,312500
2021-11-29,12.479999542236328,12.479999542236328,11.890000343322754,11.979999542236328,11.979999542236328,412400
2021-11-30,11.850000381469727,12.09000015258789,11.520000457763672,11.630000114440918,11.630000114440918,553800
2021-12-01,11.979999542236328,12.180000305175781,11.229999542236328,11.260000228881836,11.260000228881836,486800
2021-12-02,11.319999694824219,11.569999694824219,11.229999542236328,11.550000190734863,11.550000190734863,643000
2021-12-03,11.569999694824219,11.569999694824219,11.039999961853027,11.149999618530273,11.149999618530273,412500
2021-12-06,11.109999656677246,11.600000381469727,10.899999618530273,11.350000381469727,11.350000381469727,386800
2021-12-07,11.619999885559082,11.930000305175781,11.539999961853027,11.680000305175781,11.680000305175781,270400
2021-12-08,11.729999542236328,11.75,11.5,11.640000343322754,11.640000343322754,296600
2021-12-09,11.550000190734863,11.699999809265137,11.239999771118164,11.25,11.25,240000
2021-12-10,11.3100004196167,11.350000381469727,10.930000305175781,11.100000381469727,11.100000381469727,401800
2021-12-13,11.0,11.050000190734863,10.649999618530273,10.850000381469727,10.850000381469727,565900
2021-12-14,10.729999542236328,10.960000038146973,10.729999542236328,10.84000015258789,10.84000015258789,317000
2021-12-15,10.75,10.84000015258789,10.279999732971191,10.84000015258789,10.84000015258789,419500
2021-12-16,10.979999542236328,10.979999542236328,10.020000457763672,10.0600004196167,10.0600004196167,538300
2021-12-17,10.039999961853027,10.289999961853027,9.720000267028809,10.130000114440918,10.130000114440918,521800
2021-12-20,9.859999656677246,9.970000267028809,9.420000076293945,9.729999542236328,9.729999542236328,758400
2021-12-21,9.84000015258789,10.170000076293945,9.8100004196167,10.029999732971191,10.029999732971191,815800
2021-12-22,10.109999656677246,10.25,9.899999618530273,9.9399995803833,9.9399995803833,394200
2021-12-23,10.0,10.119999885559082,9.890000343322754,9.989999771118164,9.989999771118164,680600
2021-12-27,10.020000457763672,10.359999656677246,10.020000457763672,10.289999961853027,10.289999961853027,710000
2021-12-28,10.199999809265137,10.489999771118164,10.199999809265137,10.25,10.25,379700
2021-12-29,10.239999771118164,10.270000457763672,10.0600004196167,10.100000381469727,10.100000381469727,444800
2021-12-30,10.039999961853027,10.350000381469727,10.0,10.100000381469727,10.100000381469727,947100
2021-12-31,10.100000381469727,10.119999885559082,9.899999618530273,9.979999542236328,9.979999542236328,850700
2022-01-03,10.180000305175781,11.3100004196167,10.140000343322754,11.210000038146973,11.210000038146973,1712700
2022-01-04,11.210000038146973,11.529999732971191,11.149999618530273,11.460000038146973,11.460000038146973,987400
2022-01-05,11.489999771118164,11.489999771118164,10.920000076293945,10.989999771118164,10.989999771118164,944100
